exam_category,exam_type,quiz_id,en_quiz_title,most_vote,correct,en_A,en_B,en_C,en_D,en_E,en_F,en_G,en_H,en_I,ko_quiz_title,ko_A,ko_B,ko_C,ko_D,ko_E,subject,choice_count
examtopics,CLF-01,731,A company has infrastructure in one AWS Region and is expanding operations to a second AWS Region. The company is using the same AWS CloudFormation template in the second Region that the company uses in the original Region. The company attempts to launch Amazon EC2 On-Demand Instances in the secondRegion and receives error messages.What could cause these error messages?,BA,A,A new EC2 key pair has not been created for the EC2 instances.,The requested EC2 instance types are not available in the second Region.,The company cannot operate in a second Region until it updates its AWS contract.,The company has not configured AWS Budgets to monitor the budget for the EC2 instances.,,,,,,회사는 One AWS 지역에 인프라를 보유하고 있으며 운영을 1 초 AWS 지역으로 확장하고 있습니다. 이 회사는 회사가 원래 지역에서 사용하는 두 번째 지역에서 동일한 AWS CloudFormation 템플릿을 사용하고 있습니다. 이 회사는 2 차 지역에서 Amazon EC2 온 디맨드 인스턴스를 출시하려고 시도하고 오류 메시지를받습니다. 이러한 오류 메시지를 일으킬 수있는 이유는 무엇입니까?,EC2 인스턴스에는 새로운 EC2 키 쌍이 생성되지 않았습니다.,요청 된 EC2 인스턴스 유형은 두 번째 영역에서 사용할 수 없습니다.,회사는 AWS 계약을 업데이트 할 때까지 두 번째 지역에서 운영 할 수 없습니다.,이 회사는 EC2 인스턴스 예산을 모니터링하기 위해 AWS 예산을 구성하지 않았습니다.,,0,4
examtopics,CLF-01,732,Which of the following is a software development framework that a company can use to define cloud resources as code and provision the resources through AWSCloudFormation?,C,C,AWS CLI,AWS Developer Center,AWS Cloud Development Kit (AWS CDK),AWS CodeStar,,,,,,다음 중 회사가 클라우드 리소스를 코드로 정의하고 awscloudformation을 통해 리소스를 제공하는 데 사용할 수있는 소프트웨어 개발 프레임 워크는 무엇입니까?,AWS CLI,AWS 개발자 센터,AWS Cloud Development Kit (AWS CDK),AWS CodeStar,,0,4
examtopics,CLF-01,733,Which options are available to a user who wants to contact AWS Support? (Choose two.),ACCD,CD,Create an email case in the AWS Support Center.,Visit a local AWS Support Center.,Use live chat functionality.,Call the customer service phone number.,Use the video conference functionality of the AWS Support console.,,,,,AWS 지원에 연락하려는 사용자에게 어떤 옵션을 사용할 수 있습니까? (2 개 선택.),AWS 지원 센터에서 이메일 케이스를 만듭니다.,지역 AWS 지원 센터를 방문하십시오.,라이브 채팅 기능을 사용하십시오.,고객 서비스 전화 번호로 전화하십시오.,AWS 지원 콘솔의 화상 회의 기능을 사용하십시오.,0,5
examtopics,CLF-01,734,A user needs the ability to access as many resources as are needed. The user also needs the ability to scale up and scale down with only a few minutes of notice.Which benefit of the AWS Cloud describes these abilities?,C,C,Reliability,Economy of scale,Elasticity,Pay-as-you-go pricing,,,,,,사용자는 필요한만큼 많은 리소스에 액세스 할 수있는 기능이 필요합니다. 또한 사용자는 몇 분만 통지하면서 확장 및 확장을 할 수있는 기능이 필요합니다. AWS 클라우드의 어떤 이점이 이러한 능력을 설명합니까?,신뢰할 수 있음,규모의 경제,탄력,유료 요금,,0,4
examtopics,CLF-01,735,A company plans to store sensitive data in an Amazon S3 bucket.Which task is the responsibility of AWS?,B,A,Activate encryption at rest for the data.,Provide security for the physical infrastructure.,Train the company's employees about cloud security.,Remove personally identifiable information (PII) from the data.,,,,,,회사는 Amazon S3 버킷에 민감한 데이터를 저장할 계획입니다. AWS의 책임은 어떤 작업입니까?,데이터에 대한 REST에서 암호화를 활성화하십시오.,물리적 인프라에 대한 보안을 제공하십시오.,클라우드 보안에 대해 회사 직원에게 교육하십시오.,데이터에서 개인 식별 정보 (PII)를 제거하십시오.,,2,4
examtopics,CLF-01,736,A company needs a firewall that will control network connections to and from a single Amazon EC2 instance. This firewall will not control network connections to and from other instances that are in the same subnet.Which AWS service or feature can the company use to meet these requirements?,D,D,Network ACL,AWS WAF,Route table,Security group,,,,,,회사는 단일 Amazon EC2 인스턴스를 오가는 네트워크 연결을 제어하는 방화벽이 필요합니다. 이 방화벽은 동일한 서브넷에있는 다른 인스턴스와의 네트워크 연결을 제어하지 않습니다. 회사가 이러한 요구 사항을 충족하기 위해 어떤 AWS 서비스 또는 기능을 사용할 수 있습니까?,Network ACL,AWS WAF,경로 테이블,보안 그룹,,0,4
examtopics,CLF-01,737,Which of the following are AWS Trusted Advisor support categories? (Choose two.),BC,BC,Operational excellence,Cost optimization,Security,Well-Architected Framework,Rightsizing,,,,,다음 중 AWS Trusted Advisor 지원 범주는 무엇입니까? (2 개 선택.),운영 효율성,비용 최적화,보안,잘 구축 된 프레임 워크,권리화,0,5
examtopics,CLF-01,738,"Which of the following is entirely the responsibility of AWS, according to the AWS shared responsibility model?",C,C,Patching of the guest operating system,Security awareness and training,Physical and environmental controls,Development of an IAM password policy,,,,,,AWS 공유 책임 모델에 따르면 다음 중 AWS의 책임은 무엇입니까?,게스트 운영 체제의 패치,보안 인식 및 교육,"물리적, 환경 적 통제",IAM 비밀번호 정책 개발,,0,4
examtopics,CLF-01,739,A company needs to host a highly available application in the AWS Cloud. The application runs infrequently for short periods of time.Which AWS service will meet these requirements with the LEAST amount of operational overhead?,C,C,Amazon EC2,AWS Fargate,AWS Lambda,Amazon Aurora,,,,,,회사는 AWS 클라우드에서 사용 가능한 응용 프로그램을 호스팅해야합니다. 응용 프로그램은 짧은 기간 동안 드물게 실행됩니다. 어떤 AWS 서비스가 최소한의 운영 오버 헤드로 이러한 요구 사항을 충족합니까?,아마존 EC2,AWS Fargate,AWS Lambda,Amazon Aurora,,0,4
examtopics,CLF-01,741,A company runs business applications in an on-premises data center and in the AWS Cloud. The company needs a shared file system that can be available to both environments.Which AWS service meets these requirements?,D,D,Amazon Elastic Block Store (Amazon EBS),Amazon S3,Amazon ElastiCache,Amazon Elastic File System (Amazon EFS),,,,,,회사는 온-프레미스 데이터 센터와 AWS 클라우드에서 비즈니스 애플리케이션을 운영합니다. 회사는 두 환경 모두에서 사용할 수있는 공유 파일 시스템이 필요합니다. 어떤 AWS 서비스가 이러한 요구 사항을 충족합니까?,Amazon Elastic Block Store (Amazon EBS),아마존 SAA,Amazon ElastiCache,Amazon Elastic File System (Amazon EFS),,0,4
examtopics,CLF-01,742,What are characteristics of Availability Zones? (Choose two.),ADAC,AB,"All Availability Zones in an AWS Region are interconnected with high-bandwidth, low-latency networking.",Availability Zones are physically separated by a minimum of distance of 150 km (100 miles).,All traffic between Availability Zones is encrypted.,"Availability Zones within an AWS Region share redundant power, networking, and connectivity.",Every Availability Zone contains a single data center.,,,,,가용 영역의 특성은 무엇입니까? (2 개 선택.),AWS 지역의 모든 가용성 영역은 대역폭이 적은 저도 네트워킹과 상호 연결되어 있습니다.,가용 영역은 물리적으로 150km (100 마일)의 거리로 분리됩니다.,가용 영역 간의 모든 트래픽이 암호화됩니다.,"AWS 지역 내의 가용 영역은 중복력, 네트워킹 및 연결성을 공유합니다.",모든 가용성 영역에는 단일 데이터 센터가 있습니다.,0,5
examtopics,CLF-01,744,What is an AWS responsibility under the AWS shared responsibility model?,B,C,Configure the security group rules that determine which ports are open on an Amazon EC2 Linux instance.,Ensure the security of the internal network in the AWS data centers.,Patch the guest operating system with the latest security patches on Amazon EC2.,Turn on server-side encryption for Amazon S3 buckets.,,,,,,AWS 공유 책임 모델에서 AWS 책임은 무엇입니까?,Amazon EC2 Linux 인스턴스에서 열려있는 포트를 결정하는 보안 그룹 규칙을 구성하십시오.,AWS 데이터 센터에서 내부 네트워크의 보안을 보장하십시오.,Amazon EC2의 최신 보안 패치로 게스트 운영 체제를 패치하십시오.,Amazon S3 버킷의 서버 측 암호화를 켜십시오.,,0,4
examtopics,CLF-01,745,What is the LEAST expensive AWS Support plan that provides a designated AWS technical account manager (TAM)?,B,B,AWS Developer Support,AWS Enterprise Support,AWS Basic Support,AWS Business Support,,,,,,지정된 AWS 기술 계정 관리자 (TAM)를 제공하는 가장 저렴한 AWS 지원 계획은 무엇입니까?,AWS Developer Support,AWS Enterprise Support,AWS Basic Support,AWS Business Support,,4,4
examtopics,CLF-01,746,Which AWS service or feature enables users to encrypt data at rest in Amazon S3?,BDA,A,IAM policies,Server-side encryption,Amazon GuardDuty,Client-side encryption,,,,,,사용자가 Amazon S3에서 REST에서 데이터를 암호화 할 수있는 AWS 서비스 또는 기능은 무엇입니까?,이미 정책,서버 측 암호화,Amazon GuardDuty,클라이언트 측 암호화,,0,4
examtopics,CLF-01,748,A company is based in the us-east-1 Region and has a satellite office in the eu-west-2 Region. The company wants to use Amazon WorkSpaces to host its internal web portal and virtual desktops for employees.What should the company do to minimize latency and ensure the best possible performance for employees?,DA,B,Deploy the internal web portal and virtual desktops to us-east-1 only. Use an Amazon CloudFront distribution for the users in eu-west-2.,Deploy the internal web portal to us-east-1 only. Deploy the virtual desktops to us-east-1 and eu-west-2.,Deploy the internal web portal to us-east-1 and eu-west-2. Deploy the virtual desktops on network optimized Amazon EC2 instances to us-east-1 only.,Deploy the internal web portal and virtual desktops to us-east-1 and eu-west-2.,,,,,,회사는 US-East-1 지역에 기반을두고 있으며 EU-West-2 지역에 위성 사무소가 있습니다. 이 회사는 Amazon Workpaces를 사용하여 직원을위한 내부 웹 포털 및 가상 데스크톱을 호스팅하려고합니다. 회사는 대기 시간을 최소화하고 직원에게 최상의 성과를 보장하기 위해 무엇을해야합니까?,내부 웹 포털 및 가상 데스크톱을 US-East-1에만 배포하십시오. EU-West-2의 사용자에게는 Amazon Cloudfront 배포판을 사용하십시오.,내부 웹 포털을 US-East-1에만 배포하십시오. 가상 데스크탑을 US-East-1 및 EU-West-2에 배포하십시오.,내부 웹 포털을 US-East-1 및 EU-West-2에 배포하십시오. 네트워크에서 가상 데스크탑을 최적화 된 Amazon EC2 인스턴스를 US-East-1에만 배포하십시오.,내부 웹 포털 및 가상 데스크톱을 US-East-1 및 EU-West-2에 배포하십시오.,,0,4
examtopics,CLF-01,749,A company is considering a move to the AWS Cloud. The company wants to be able to scale its compute resources as needed to accommodate changing loads.Which benefit of the AWS Cloud does this scenario describe?,D,D,Global deployments in minutes,Cost savings,Agility,Elasticity,,,,,,회사는 AWS 클라우드로의 이동을 고려하고 있습니다. 회사는 변화하는 부하를 수용하기 위해 필요에 따라 컴퓨팅 리소스를 확장 할 수 있기를 원합니다. AWS 클라우드의 어떤 이점 이이 시나리오를 설명합니까?,몇 분 안에 글로벌 배포,비용 절감,민첩,탄력,,0,4
examtopics,CLF-01,750,Amazon Elastic File System (Amazon EPS) and Amazon FSx offer which type of storage?,A,A,File storage,Object storage,Block storage,Instance store,,,,,,Amazon Elastic File System (Amazon EPS) 및 Amazon FSX는 어떤 유형의 스토리지를 제공합니까?,파일 스토리지,객체 저장,블록 저장,인스턴스 저장소,,0,4
examtopics,CLF-01,751,A company wants to provide managed Windows virtual desktops and applications to its remote employees over secure network connections.Which AWS services can the company use to meet these requirements? (Choose two.),BCCD,CD,Amazon Connect,Amazon AppStream 2.0,Amazon WorkSpaces,AWS Site-to-Site VPN,Amazon Elastic Container Service (Amazon ECS),,,,,회사는 보안 네트워크 연결을 통해 원격 직원에게 관리되는 Windows 가상 데스크톱 및 응용 프로그램을 제공하려고합니다. AWS 서비스는 이러한 요구 사항을 충족하기 위해 사용할 수 있습니까? (2 개 선택.),아마존 연결,Amazon Appstream 2.0,아마존 작업 공간,AWS 사이트 간 VPN,Amazon Elastic Container Service (Amazon ECS),0,5
examtopics,CLF-01,752,Which AWS service provides protection against DDoS attacks for applications that run in the AWS Cloud?,B,B,Amazon VPC,AWS Shield,AWS Audit Manager,AWS Config,,,,,,AWS 클라우드에서 실행되는 응용 프로그램에 대한 DDOS 공격에 대한 보호 기능을 제공하는 AWS 서비스는 무엇입니까?,Amazon VPC,AWS Shield,AWS 감사 관리자,AWS Config,,0,4
examtopics,CLF-01,753,Which AWS service is always free of charge for users?,D,C,Amazon S3,Amazon Aurora,Amazon EC2,AWS Identity and Access Management (IAM),,,,,,사용자에게 항상 어떤 AWS 서비스가 무료입니까?,아마존 SAA,Amazon Aurora,아마존 EC2,AWS Identity and Access Management (IAM),,0,4
examtopics,CLF-01,754,Which AWS services can be used to store files? (Choose two.),AEACACE,ACE,Amazon S3,AWS Lambda,Amazon Elastic Block Store (Amazon EBS),Amazon SageMaker,AWS Storage Gateway,,,,,파일을 저장하는 데 어떤 AWS 서비스를 사용할 수 있습니까? (2 개 선택.),아마존 SAA,AWS Lambda,Amazon Elastic Block Store (Amazon EBS),아마존 Sagemaker,AWS 스토리지 게이트웨이,0,5
examtopics,CLF-01,755,Which AWS Cloud benefit describes the ability to acquire resources as they are needed and release resources when they are no longer needed?,B,D,Economies of scale,Elasticity,Agility,Security,,,,,,어떤 AWS 클라우드 혜택이 필요에 따라 자원을 획득하고 더 이상 필요하지 않을 때 자원을 해제 할 수있는 능력을 설명 하는가?,규모의 경제,탄력,민첩,보안,,0,4
examtopics,CLF-01,756,Which AWS service or feature can be used to find availability status information on all AWS services?,C,C,AWS Personal Health Dashboard,AWS CloudTrail,AWS Service Health Dashboard,Amazon CloudWatch,,,,,,모든 AWS 서비스에 대한 가용성 상태 정보를 찾기 위해 어떤 AWS 서비스 또는 기능을 사용할 수 있습니까?,AWS 개인 건강 대시 보드,AWS CloudTrail,AWS Service Health Dashboard,Amazon CloudWatch,,0,4
examtopics,CLF-01,757,Which AWS service or feature provides users with recommendations for common billing questions?,BA,B,AWS Marketplace,AWS Knowledge Center,Amazon Pinpoint,Amazon Connect,,,,,,사용자에게 일반적인 청구 질문에 대한 권장 사항을 사용자에게 제공하는 AWS 서비스 또는 기능은 무엇입니까?,AWS 마켓 플레이스,AWS 지식 센터,아마존 핀 포인트,아마존 연결,,0,4
examtopics,CLF-01,758,A company needs to store infrequently used data for data archives and long-term backups.Which AWS service or storage class will meet these requirements MOST cost-effectively?,D,D,Amazon FSx for Lustre,Amazon Elastic Block Store (Amazon EBS),Amazon Elastic File System (Amazon EFS),Amazon S3 Glacier Flexible Retrieval,,,,,,회사는 데이터 아카이브 및 장기 백업에 드물게 사용 된 데이터를 저장해야합니다. AWS 서비스 또는 스토리지 클래스는 이러한 요구 사항을 가장 비용 효율적으로 충족시킬 것입니까?,광택을위한 아마존 FSX,Amazon Elastic Block Store (Amazon EBS),Amazon Elastic File System (Amazon EFS),Amazon S3 Glacier Flexible 검색,,0,4
examtopics,CLF-01,759,"A company is planning to migrate to the AWS Cloud. The company is conducting organizational transformation and wants to become more responsive to customer inquiries and feedback.Which tasks should the company perform to meet these requirements, according to the AWS Cloud Adoption Framework (AWS CAF)? (Choose two.)",AC,AC,Realign teams to focus on products and value streams.,Create new value propositions with new products and services.,Use agile methods to rapidly iterate and evolve.,Use a new data and analytics platform to create actionable insights.,Migrate and modernize legacy infrastructure.,,,,,회사는 AWS 클라우드로 마이그레이션 할 계획입니다. AWS Cloud 채택 프레임 워크 (AWS CAF)에 따르면이 회사는 조직의 혁신을 수행하고 고객 문의 및 피드백에보다 반응을 보이고 싶어합니다. (2 개 선택.),제품 및 가치 스트림에 집중하도록 팀을 재정렬하십시오.,새로운 제품 및 서비스로 새로운 가치 제안을 만듭니다.,민첩한 방법을 사용하여 빠르게 반복하고 진화하십시오.,새로운 데이터 및 분석 플랫폼을 사용하여 실행 가능한 통찰력을 만듭니다.,레거시 인프라를 마이그레이션하고 현대화합니다.,0,5
examtopics,CLF-01,760,"A company uses a database that has a simple sign-up page to create users, and a basic login form to authenticate users so they can access the database. The company wants to give users the ability to store personal information, but the user access must be controlled in a more secure and reliable way.Which AWS service or feature will meet these requirements?",DCA,A,Security groups,Amazon GuardDuty,AWS Secrets Manager,Amazon Cognito,,,,,,회사는 간단한 가입 페이지가있는 데이터베이스를 사용하여 사용자를 생성하고 사용자를 인증하여 데이터베이스에 액세스 할 수 있도록 기본 로그인 양식을 사용합니다. 회사는 사용자가 개인 정보를 저장할 수있는 능력을 제공하려고하지만 사용자 액세스는보다 안전하고 신뢰할 수있는 방식으로 제어해야합니다. 어떤 AWS 서비스 또는 기능이 이러한 요구 사항을 충족합니까?,Security groups,Amazon GuardDuty,AWS 비밀 관리자,Amazon Cognito,,0,4
examtopics,CLF-01,761,A company runs Amazon EC2 instances in a research lab. The instances run for 3 hours each week and cannot be interrupted.What is the MOST cost-effective instance purchasing option to meet these requirements?,B,B,Compute Savings Plan,On-Demand Instances,Convertible Reserved Instances,Spot Instances,,,,,,회사는 연구소에서 Amazon EC2 인스턴스를 운영합니다. 인스턴스는 매주 3 시간 동안 실행되며 중단 될 수 없습니다. 이러한 요구 사항을 충족하는 가장 비용 효율적인 인스턴스 구매 옵션은 무엇입니까?,저축 계획 계산,주문형 인스턴스,컨버터블 예약 인스턴스,스팟 인스턴스,,0,4
examtopics,CLF-01,763,A developer needs to build an application for a retail company. The application must provide real-time product recommendations that are based on machine learning.Which AWS service should the developer use to meet this requirement?,B,A,AWS Health Dashboard,Amazon Personalize,Amazon Forecast,Amazon Transcribe,,,,,,개발자는 소매 회사에 대한 애플리케이션을 구축해야합니다. 응용 프로그램은 기계 학습을 기반으로하는 실시간 제품 권장 사항을 제공해야합니다. 개발자 가이 요구 사항을 충족하기 위해 어떤 AWS 서비스를 사용해야합니까?,AWS Health Dashboard,아마존 개인화,아마존 예측,Amazon Transcribe,,0,4
examtopics,CLF-01,764,A company has all of its servers in the us-east-1 Region. The company is considering the deployment of additional servers in a different Region.Which AWS tool should the company use to find pricing information for other Regions?,D,D,Cost Explorer,AWS Budgets,AWS Purchase Order Management,AWS Pricing Calculator,,,,,,회사는 US-East-1 지역에 모든 서버를 보유하고 있습니다. 회사는 다른 지역에 추가 서버를 배포하는 것을 고려하고 있습니다. 어떤 AWS 도구가 다른 지역의 가격 정보를 찾기 위해 사용해야합니까?,Cost Explorer,AWS Budgets,AWS 구매 주문 관리,AWS 가격 계산기,,0,4
examtopics,CLF-01,765,What does Amazon CloudFront provide?,B,B,Automatic scaling for all resources to power an application from a single unified interface,"Secure delivery of data, videos, applications, and APIs to users globally with low latency","Ability to directly manage traffic globally through a variety of routing types, including latency-based routing, geo DNS, geoproximity, and weighted round robin","Automatic distribution of incoming application traffic across multiple targets, such as Amazon EC2 instances, containers, IP addresses, and AWS Lambda functions",,,,,,Amazon Cloudfront는 무엇을 제공합니까?,단일 통합 인터페이스에서 응용 프로그램에 전원을 공급하기위한 모든 리소스에 대한 자동 스케일링,"낮은 대기 시간을 사용하여 전 세계 사용자에게 데이터, 비디오, 응용 프로그램 및 API를 안전하게 전달합니다.","대기 시간 기반 라우팅, GEO DNS, Geoproximity 및 가중 라운드 로빈을 포함한 다양한 라우팅 유형을 통해 전 세계적으로 트래픽을 직접 관리하는 기능","Amazon EC2 인스턴스, 컨테이너, IP 주소 및 AWS Lambda 기능과 같은 여러 대상에 걸친 들어오는 응용 프로그램 트래픽의 자동 배포",,0,4
examtopics,CLF-01,766,Which phase describes agility as a benefit of building in the AWS Cloud?,CD,C,"The ability to pay only when computing resources are consumed, based on the volume of resources that are consumed",The ability to eliminate guessing about infrastructure capacity needs,The ability to support innovation through a reduction in the time that is required to make IT resources available to developers,The ability to deploy an application in multiple AWS Regions around the world in minutes,,,,,,AWS 클라우드에서 건물의 이점으로 민첩성을 설명하는 단계는 무엇입니까?,소비되는 자원의 양에 따라 컴퓨팅 리소스를 소비 할 때만 지불하는 능력,인프라 용량 요구에 대한 추측을 제거하는 능력,개발자가 자원을 이용할 수 있도록 필요한 시간의 감소를 통해 혁신을 지원하는 능력,전 세계 여러 AWS 지역에 응용 프로그램을 몇 분 안에 배치하는 기능,,0,4
examtopics,CLF-01,768,Which AWS Trusted Advisor checks are available to users with AWS Basic Support? (Choose two.),ACB,AC,Service limits,High utilization Amazon EC2 instances,"Security groups ג€"" specific ports unrestricted",Load balancer optimization,Large number of rules in an EC2 security groups,,,,,AWS 기본 지원을 가진 사용자가 어떤 AWS 신뢰할 수있는 고문 점검을 사용할 수 있습니까? (2 개 선택.),서비스 제한,높은 이용률 Amazon EC2 인스턴스,"보안 그룹 ג € ""특정 포트가 제한되지 않습니다",로드 밸런서 최적화,EC2 보안 그룹의 많은 규칙,0,5
examtopics,CLF-01,769,A company has a centralized group of users with large file storage requirements that have exceeded the space available on premises. The company wants to extend its file storage capabilities for this group while retaining the performance benefit of sharing content locally.What is the MOST operationally efficient AWS solution for this scenario?,B,B,Create an Amazon S3 bucket for each users. Mount each bucket by using an S3 file system mounting utility.,Configure and deploy an AWS Storage Gateway file gateway. Connect each user's workstation to the file gateway.,Move each user's working environment to Amazon WorkSpaces. Set up an Amazon WorkDocs account for each user.,Deploy an Amazon EC2 instance and attach an Amazon Elastic Block Store (Amazon EBS) Provisioned IOPS volume. Share the EBS volume directly with the users.,,,,,,회사는 파일 스토리지 요구 사항이 큰 중앙 집중식 사용자 그룹을 보유하고 있으며 구내에서 사용 가능한 공간을 초과했습니다. 회사는이 그룹의 파일 저장 기능을 확장하면서 콘텐츠를 로컬에서 공유하는 성능 이점을 유지하려고합니다.이 시나리오에서 가장 운영적으로 효율적인 AWS 솔루션은 무엇입니까?,각 사용자를위한 Amazon S3 버킷을 만듭니다. S3 파일 시스템 장착 유틸리티를 사용하여 각 버킷을 장착하십시오.,AWS 스토리지 게이트웨이 파일 게이트웨이를 구성하고 배포합니다. 각 사용자의 워크 스테이션을 파일 게이트웨이에 연결하십시오.,각 사용자의 작업 환경을 Amazon 작업 공간으로 이동하십시오. 각 사용자마다 Amazon WorkDocs 계정을 설정하십시오.,Amazon EC2 인스턴스를 배치하고 Amazon Elastic Block Store (Amazon EBS) 프로비저닝 된 IOPS 볼륨을 부착하십시오. EBS 볼륨을 사용자와 직접 공유하십시오.,,1,4
examtopics,CLF-01,770,Which network security features are supported by Amazon VPC? (Choose two.),AD,AD,Network ACLs,Internet gateways,VPC peering,Security groups,Firewall rules,,,,,Amazon VPC가 지원하는 네트워크 보안 기능은 무엇입니까? (2 개 선택.),네트워크 ACL,인터넷 게이트웨이,VPC 피어링,Security groups,방화벽 규칙,0,5
examtopics,CLF-01,771,A company is considering migration to the AWS Cloud. The company wants a fully managed service or feature that can transfer streaming data from multiple sources to an Amazon S3 bucket.Which AWS service or feature should the company use to meet these requirement?,B,B,AWS DataSync,Amazon Kinesis Data Firehose,S3 Select,AWS Transfer Family,,,,,,회사는 AWS 클라우드로의 마이그레이션을 고려하고 있습니다. 회사는 여러 소스에서 스트리밍 데이터를 Amazon S3 버킷으로 전송할 수있는 완전히 관리되는 서비스 또는 기능을 원합니다. 회사가 이러한 요구 사항을 충족하기 위해 어떤 AWS 서비스 또는 기능을 사용해야합니까?,AWS DataSync,Amazon Kinesis Data Firehose,S3 선택,AWS 이적 가족,,0,4
examtopics,CLF-01,772,An Elastic Load Balancer allows the distribution of web traffic across multiple:,B,B,AWS Regions.,Availability Zones.,Dedicated Hosts.,Amazon S3 buckets.,,,,,,탄성로드 밸런서는 여러 가지에 걸쳐 웹 트래픽을 배포 할 수 있습니다.,AWS 지역.,가용 영역.,전용 호스트.,아마존 S3 버킷.,,0,4
examtopics,CLF-01,773,A company wants to implement controls (guardrails) in a newly created AWS Control Tower landing zone.Which AWS services or features can the company use to create and define these controls (guardrails)? (Choose two.),BDAB,AB,AWS Config,Service control policies (SCPs),Amazon Guard Duly,AWS Identity and Access Management (1AM),Security groups,,,,,회사는 새로 생성 된 AWS Control Tower Landing Zone에서 Control (Guardrails)을 구현하려고합니다. 회사가 이러한 컨트롤 (Guardrails)을 생성하고 정의하는 데 사용할 수있는 AWS 서비스 또는 기능은 무엇입니까? (2 개 선택.),AWS Config,서비스 제어 정책 (SCP),아마존 가드 정식,AWS Identity and Access Management (1am),Security groups,0,5
examtopics,CLF-01,775,Which of the following are economic benefits of using AWS Cloud? (Choose two.),AC,AC,Consumption-based pricing,Perpetual licenses,Economies of scale,AWS Enterprise Support at no additional cost,Bring-your-own-hardware model,,,,,다음 중 AWS 클라우드를 사용하면 경제적 이점은 무엇입니까? (2 개 선택.),소비 기반 가격,영구 라이센스,규모의 경제,AWS 엔터프라이즈는 추가 비용없이 지원합니다,당신의 소유 하드웨어 모델을 가져옵니다,0,5
examtopics,CLF-01,776,Which database engine is compatible with Amazon RDS?,D,D,Apache Cassandra,MongoDB,Neo4j,PostgreSQL,,,,,,Amazon RDS와 호환되는 데이터베이스 엔진은 무엇입니까?,아파치 카산드라,MongoDB,neo4j,Postgresql,,0,4
examtopics,CLF-01,777,Which AWS service or feature is used to troubleshoot network connectivity issues between Amazon EC2 instances?,C,C,AWS Certificate Manager (ACM),Internet gateway,VPC Flow Logs,AWS CloudHSM,,,,,,Amazon EC2 인스턴스 간의 네트워크 연결 문제를 해결하기 위해 어떤 AWS 서비스 또는 기능이 사용됩니까?,AWS Certificate Manager (ACM),Internet gateway,VPC Flow Logs,AWS CloudHSM,,0,4
examtopics,CLF-01,778,A user discovered that an Amazon EC2 instance is missing an Amazon Elastic Block Store (Amazon EBS) data volume. The user wants to determine when the EBS volume was removed.Which AWS service will provide this information?,A,A,AWS Config,AWS Trusted Advisor,Amazon Timestream,Amazon QuickSight,,,,,,사용자는 Amazon EC2 인스턴스에 Amazon Elastic Block Store (Amazon EBS) 데이터 볼륨이 없다는 것을 발견했습니다. 사용자는 EBS 볼륨이 언제 제거되었는지 확인하려고합니다. 어떤 AWS 서비스 가이 정보를 제공합니까?,AWS Config,AWS Trusted Advisor,Amazon Timestream,Amazon QuickSight,,0,4
examtopics,CLF-01,779,Who is responsible for managing IAM user access and secret keys according to the AWS shared responsibility model?,B,B,"IAM access and secret keys are static, so there is no need to rotate them.",The customer is responsible for rotating keys.,AWS will rotate the keys whenever required.,The AWS Support team will rotate keys when requested by the customer.,,,,,,AWS 공유 책임 모델에 따라 iAM 사용자 액세스 및 비밀 키 관리에 누가 책임이 있습니까?,IAM Access 및 비밀 키는 정적이므로 회전 할 필요가 없습니다.,고객은 회전 키를 담당합니다.,AWS는 필요할 때마다 키를 회전시킵니다.,AWS 지원 팀은 고객이 요청하면 키를 회전시킵니다.,,0,4
examtopics,CLF-01,780,"A company is running a Microsoft SQL Server instance on premises and is migrating its application to AWS. The company lacks the resources need to refactor the application, but management wants to reduce operational overhead as part of the migration.Which database service would MOST effectively support these requirements?",DC,D,Amazon DynamoDB,Amazon Redshift,Microsoft SQL Server on Amazon EC2,Amazon RDS for SQL Server,,,,,,회사는 구내에서 Microsoft SQL Server 인스턴스를 실행하고 있으며 응용 프로그램을 AWS로 마이그레이션하고 있습니다. 회사는 응용 프로그램을 리팩토링하는 데 필요한 자원이 부족하지만 경영진은 마이그레이션의 일부로 운영 오버 헤드를 줄이려고합니다. 어떤 데이터베이스 서비스가 이러한 요구 사항을 가장 효과적으로 지원할 것인가?,Amazon DynamoDB,Amazon Redshift,Amazon EC2의 Microsoft SQL Server,SQL Server 용 Amazon Rds,,1,4
