exam_category,exam_type,quiz_id,quiz_title,most_vote,correct,A,B,C,D,E,F,G,H,I
examtopics,CLF-01,807,회사는 AWS 플랫폼에서 호스팅되거나 AWS 플랫폼과 통합되는 소프트웨어 솔루션이 필요합니다.이 회사는 독립 소프트웨어 공급 업체와 관리 및 보안 공급 업체의 솔루션이 필요합니다. 어떤 그룹이나 팀이 이러한 솔루션을 제공 할 수 있습니까?,DB,B,AWS 기술 계정 관리자 (TAMS),AWS 파트너 네트워크 (APN) 컨설팅 파트너,AWS 컨시어지 지원,AWS 파트너 네트워크 (APN) 기술 파트너,,,,,
examtopics,CLF-01,808,어떤 AWS 서비스 또는 도구가 회사에 자동화 된 방식으로 응용 프로그램 변경을 해제 할 수있는 기능을 제공합니까?,B,B,아마존 appflow,AWS CodeDeploy,AWS Privatelink,아마존 eks 배포판,,,,,
examtopics,CLF-01,809,회사의 규정 준수 담당자는 AWS 서비스 조직 관리 (SOC) 보고서를 검토하려고합니다. 규정 준수 담당자 가이 작업을 완료하는 데 사용하는 AWS 서비스 또는 기능은 무엇입니까?,A,A,AWS 인공물,AWS 컨시어지 지원,AWS 지원,AWS 신뢰할 수있는 고문,,,,,
examtopics,CLF-01,810,회사는 전적으로 마이크로 서비스로 구성된 응용 프로그램을 구축하려고합니다. AWS 클라우드 아키텍처 설계 원칙은이 목표를 지원합니까?,D,A,평행을 생각하십시오,탄성을 구현하십시오,추측 능력을 중지하십시오,구성 요소를 분리하십시오,,,,,
examtopics,CLF-01,811,"AWS가 잘 구조 된 프레임 워크의 어떤 기둥에는 워크로드, 응용 프로그램 및 인프라를 코드 (IAC)로 정의하는 설계 원리가 포함되어 있습니까?",A,A,운영 효율성,신뢰할 수 있음,성능 효율성,보안,,,,,
examtopics,CLF-01,812,Amazon Elastic File System (Amazon EFS) 및 Amazon FSX는 어떤 유형의 스토리지를 제공합니까?,A,A,파일 스토리지,객체 저장,블록 저장,인스턴스 저장소,,,,,
examtopics,CLF-01,813,AWS Worldwide Network Infrastructure를 통해 트래픽을 전송하여 어떤 AWS 서비스 또는 기능이 네트워크 성능을 향상시킬 수 있습니까?,C,C,경로 테이블,AWS Transit Gateway,AWS 글로벌 가속기,아마존 VPC,,,,,
examtopics,CLF-01,814,회사는 수백만 장의 사진과 비디오를 저장하고 검색 할 새로운 응용 프로그램을 설계하고 있습니다. AWS 서비스 또는 기능이 가장 낮은 비용으로 기본 스토리지를 제공 할 수 있습니까?,CA,A,Amazon EC2 인스턴스 저장소,Amazon Elastic Block Store (Amazon EBS),아마존 S3,Amazon Simple Queue Service (Amazon Sqs),,,,,
examtopics,CLF-01,815,전 세계 AWS 지역에서 수백 개의 VPC 연결 관리를 단순화 할 수있는 AWS 서비스 또는 기능은 무엇입니까?,AD,A,AWS Transit Gateway,아마존 연결,보안 그룹,VPC 피어링,,,,,
examtopics,CLF-01,816,클라우드 실무자는 기존 AWS 환경의 상태에 대한 정보를 확립 된 모범 사례와 비교하여 비교할 수 있기를 원합니다. 클라우드 실무자 가이 정보를 얻기 위해 사용해야합니까?(2 개 선택.),ACD,BD,AWS 인공물,AWS 솔루션 라이브러리,AWS 신뢰할 수있는 고문,AWS는 잘 구축 된 도구입니다,AWS 개인 건강 대시 보드,,,,
examtopics,CLF-01,817,AWS 공유 책임 모델에 따르면 AWS와 고객간에 어떤 작업이 공유됩니까?,D,D,"물리적, 환경 적 통제",서버 하드웨어 관리 및 암호화,응용 프로그램 보안,패치 관리 및 구성 관리,,,,,
examtopics,CLF-01,818,"분리 된 확장 가능, 클라우드 기반 애플리케이션의 예는 무엇입니까?",B,C,단일 Amazon EC2 인스턴스에서 실행되는 메일 및 로그 애플리케이션,Amazon S3에서 호스팅되고 AWS Lambda를 사용하여 Amazon DynamoDB 데이터베이스를 업데이트하는 웹 페이지,"응용 프로그램로드 밸런서, 웹 서버 및 모노리티 용 응용 프로그램을 지원하는 데이터베이스 서버",라이센스가 지원하는 최대 인스턴스 크기에서 실행중인 레거시 데이터베이스 서버,,,,,
examtopics,CLF-01,819,회사는 클라우드 아키텍처를 설계하여 워크로드가 탄력적이며 지속적으로 의도 한 기능을 올바르게 수행 할 수 있으며 빠르게 실패로부터 복구 할 수 있습니다. AWS가 잘 아키신 프레임 워크의 기둥은이 아키텍처가 나타납니다.,D,B,보안,성능 효율성,운영 효율성,신뢰할 수 있음,,,,,
examtopics,CLF-01,820,회사는 회사의 AWS 사용의 예상 환경 영향에 대한 보고서에 액세스하려고합니다. 회사 가이 요구 사항을 충족하기 위해 어떤 AWS 서비스 또는 기능을 사용해야합니까?,C,C,AWS 조직,IAM 정책,AWS 청구 콘솔,Amazon Simple Metrication Service (Amazon SNS),,,,,
examtopics,CLF-01,821,어떤 AWS 서비스 또는 기능이 관계형 데이터베이스 관리 시스템의 예는 무엇입니까?,B,C,아마존 아테나,아마존 레드 시프트,아마존 S3 선택,Amazon Kinesis 데이터 스트림,,,,,
examtopics,CLF-01,822,소프트웨어 엔지니어는 AWS에서 VM (Virtual Machine) 및 MySQL 데이터베이스를 출시하려고합니다.,CB,D,Amazon Elastic Container Service (Amazon ECS),AWS 탄성 콩나무,Amazon Lightsail,아마존 EC2,,,,,
examtopics,CLF-01,823,"회사는 Amazon Elastic Block Store (Amazon EBS) 스냅 샷의 보존, 생성 및 삭제를 자동화하려고합니다. 회사 가이 요구 사항을 충족하기 위해 어떤 AWS 서비스 또는 기능을 사용할 수 있습니까?",B,B,AWS 조직,Amazon Data Lifecycle Manager (Amazon DLM),AWS 시스템 관리자,아마존 S3 수명주기 정책,,,,,
examtopics,CLF-01,824,AWS가 잘 알려진 프레임 워크의 어떤 기둥이 서비스 중단에서 자동으로 복구 할 수있는 능력에 중점을 두나요?,D,D,보안,성능 효율성,운영 효율성,신뢰할 수 있음,,,,,
examtopics,CLF-01,825,다음 중 클라우드 컴퓨팅에 AWS를 사용하는 장점은 무엇입니까?(2 개 선택.),AE,AE,사용자는 한 번의 클릭만으로 서비스를 배포하여 속도와 민첩성을 높일 수 있습니다.,사용자는 데이터 센터를 위해 구매 한 하드웨어에 대한 할인을받습니다.,사용자는 자원을 항상 이용할 수 있도록 초과 용량을 보유 할 수 있습니다.,사용자는 자본 비용에 대한 가변 비용을 거래합니다.,사용자는 대규모 규모의 규모의 혜택을받습니다.,,,,
examtopics,CLF-01,826,다른 AWS 지역에서 장애 조치를 가능하게하여 고 가용성과 낮은 대기 시간을 제공하는 AWS 서비스 또는 기능은 무엇입니까?(2 개 선택.),ADAB,AD,아마존 루트 53,네트워크로드 밸런서,아마존 S3 전송 가속도,AWS 글로벌 가속기,응용 프로그램로드 밸런서,,,,
examtopics,CLF-01,827,AWS 클라우드 아키텍처 측면에서 최소 특권의 원칙과 일치하는 조치는 무엇입니까?,A,C,사용자에게 작업을 수행하는 데 필요한 최소 액세스를 허용하십시오.,관리자가 중요한 소스 코드에 액세스하는 것을 방지합니다.,사용자가 이번 달에 작업을 수행하는 데 필요한 권한 만 제공하십시오.,직책을 기반으로하는 권한을 할당하십시오.,,,,,
examtopics,CLF-01,828,회사는 운영 정책을 검토하고 있습니다. 어떤 정책은 AWS가 잘 알려진 프레임 워크의 보안 기둥에 대한 지침을 준수합니까?,D,D,직원이 모든 회사 데이터에 액세스 할 수 있는지 확인하십시오.,직원들이 더 많은 경험을 쌓을 때 직원의 권한을 확장하십시오.,모든 권한을 부여하고 모든 사용자에게 액세스 권한을 부여하십시오.,프로세스의 모든 계층에 보안 요구 사항을 적용하십시오.,,,,,
examtopics,CLF-01,829,전자 상거래 회사는 최근 AWS 클라우드를 사용하기 시작했습니다. 어떤 보안 관련 작업이 회사의 책임입니까?(2 개 선택.),BCBD,CE,회사의 Amazon EC2 인스턴스를 실행하는 호스트에 물리적으로 액세스 할 수있는 사람을 제한하십시오.,Amazon EC2 Linux 인스턴스에 보안 패치를 설치하십시오.,Amazon S3에 저장된 REST에서 데이터를 암호화하도록 선택하십시오.,해체되기 전에 Amazon Elastic Block Store (Amazon EBS) 볼륨을 깨끗하게 닦으십시오.,Amazon RDS 인스턴스에 대한 데이터베이스 패치를 수행합니다.,,,,
examtopics,CLF-01,830,어떤 AWS 서비스 또는 도구가 생성 된 모든 AWS 리소스의 감사 로그를 작성합니까?,C,C,아마존 클라우드 프론트,아마존 클라우드 워치,AWS CloudTrail,AWS 응용 프로그램 마이그레이션 서비스 (Cloudendure Migration),,,,,
examtopics,CLF-01,831,"AWS 공유 책임 모델에 따르면, AWS 서비스가 운영되는 시설의 물리적 보안으로 가상화 계층을 담당하는 사람은 누구입니까?",B,C,고객의 유일한 책임입니다.,AWS의 유일한 책임입니다.,AWS와 고객 사이의 공유 책임입니다.,고객의 AWS 지원 계획 계층은 구성을 관리하는 사람을 결정합니다.,,,,,
examtopics,CLF-01,832,Compute Savings Plan에 자격이있는 AWS 서비스는 무엇입니까?(2 개 선택.),AE,AE,AWS Lambda,아마존 RDS,아마존 VPC,아마존 다이나 모드,아마존 EC2,,,,
examtopics,CLF-01,833,회사는 IAM (AWS Identity and Access Management)을 사용하여 AWS 계정의 모든 IAM 사용자에게 IAM 정책을 첨부해야합니다. 어떤 솔루션 이이 요구 사항을 충족합니까?,B,C,IAM 정책을 각 IAM 사용자에게 첨부하십시오.,IAM 정책을 모든 IAM 사용자를 포함하는 IAM 그룹에 첨부하십시오.,IAM 정책을 모든 IAM 사용자를 포함하는 IAM 역할에 첨부하십시오.,IAM 정책을 전체 AWS 계정에 적용하십시오.,,,,,
examtopics,CLF-01,834,회사가 온 프레미스 데이터 센터의 네트워크를 AWS에 연결하는 데 사용할 수있는 AWS 서비스 또는 기능은 무엇입니까?(2 개 선택.),AD,AD,AWS VPN,AWS 디렉토리 서비스,AWS 데이터 파이프 라인,AWS Direct Connect,AWS CloudHSM,,,,
examtopics,CLF-01,835,메모리 내 데이터 스토어 서비스는 어떤 AWS 서비스입니까?,C,D,아마존 오로라,아마존 RDS,아마존 다이나 모드,아마존 elasticache,,,,,
examtopics,CLF-01,836,회사는 AWS에서 실행되는 응용 프로그램에 대한 대규모의 정교한 분산 서비스 거부 (DDO) 공격에 대한 높은 수준의 탐지 및 근거리 시간 (NRT) 완화를 원합니다. 회사가 사용해야합니까?,C,C,Amazon Guardduty,아마존 검사관,AWS 방패 고급,아마존 마키,,,,,
examtopics,CLF-01,837,회사에는 스캔 된 재무 송장 이미지가 포함 된 Amazon S3 버킷이 있습니다.이 회사는 AWS에 인공 지능 (AL) 기반 응용 프로그램을 구축하고 있습니다.회사는 신청서가 송장에서 총 잔액 금액을 식별하고 읽기를 원합니다. 어떤 AWS 서비스가 이러한 요구 사항을 충족합니까?,B,D,아마존 예측,Amazon Textract,아마존 재 인식,아마존 렉스,,,,,
examtopics,CLF-01,838,회사는 고성능 컴퓨팅 (HPC) 응용 프로그램을 Amazon EC2 인스턴스로 마이그레이션하려고합니다.응용 프로그램에는 여러 구성 요소가 있습니다.애플리케이션에는 결함 공차가 있어야하며 자동으로 실패 할 수 있어야합니다. AWS 인프라 솔루션은 구성 요소 간의 대기 시간이 가장 적은 이러한 요구 사항을 충족합니까?,C,C,여러 AWS 지역,여러 에지 위치,여러 가용성 영역,지역 가장자리 캐시,,,,,
examtopics,CLF-01,839,"Amazon EC2 인스턴스, Amazon Elastic Block Store (Amazon EBS) 볼륨 및 Amazon RDS 데이터베이스와 같은 AWS 리소스에 대한 권장 사항을 제공하는 AWS 서비스는 사용자가 비용을 절감 할 수 있도록 제공하는 AWS 서비스는 무엇입니까?",B,C,아마존 검사관,AWS 신뢰할 수있는 고문,AWS 서비스 건강 대시 보드,아마존 예측,,,,,
examtopics,CLF-01,840,"자주, 작고 가역적 인 변화를 만드는 것은 AWS가 잘 구축 된 프레임 워크의 기둥의 설계 원리입니까?",B,B,신뢰할 수 있음,운영 효율성,성능 효율성,비용 최적화,,,,,
examtopics,CLF-01,841,AWS 클라우드의 비용에 어떤 요인이 영향을 미칩니 까?(2 개 선택.),DE,CD,사용하지 않는 AWS Lambda 기능의 수,구성된 Amazon S3 버킷의 수,인바운드 데이터는 가속없이 전송합니다,아웃 바운드 데이터는 가속없이 전송합니다,현재 사용중인 리소스를 계산합니다,,,,
examtopics,CLF-01,842,회사는 여러 Amazon EC2 인스턴스에서 응용 프로그램을 호스팅합니다.응용 프로그램은 Amazon Simple Notification Service (Amazon SNS)를 사용하여 메시지를 보내십시오. AWS 서비스 또는 기능은 응용 프로그램에 필요한 AWS 서비스에 액세스 할 수있는 권한을 부여합니까?,B,B,AWS 인증서 관리자 (ACM),IAM 역할,AWS 보안 허브,Amazon Guardduty,,,,,
examtopics,CLF-01,843,AWS Cloud 채택 프레임 워크 (AWS CAF)의 기본 기능을 포함하는 관점은 무엇입니까?,C,C,지속 가능성,성능 효율성,통치,신뢰할 수 있음,,,,,
examtopics,CLF-01,844,AWS 공유 책임 모델에 따르면 고객의 책임은 무엇입니까?,B,A,AWS 클라우드의 보안을 유지하십시오.,방화벽 및 네트워크를 구성하십시오.,Amazon RDS 인스턴스의 운영 체제를 패치하십시오.,"물리적, 환경 적 통제를 구현합니다.",,,,,
examtopics,CLF-01,845,AWS 지원 범위가없는 활동은 무엇입니까?,D,D,Amazon EC2 건강 검사에 의해 감지 된 문제 해결,"AWS 서비스 및 기능에 대한 ""방법""에 대한 답변",AWS API 문제 해결,튜닝 데이터베이스 쿼리,,,,,
examtopics,CLF-01,846,고객이 기본 운영 체제를 유지 관리하는 책임은 어느 AWS 서비스입니까?,C,C,아마존 다이나 모드,아마존 S3,Amazon EC2,AWS Lambda,,,,,
examtopics,CLF-01,847,A company is moving its on-premises key-value database to the AWS Cloud.Which AWS service will support this use case?,C,C,Amazon RDS,Amazon ElastiCache,Amazon DynamoDB,Amazon Redshift,,,,,
examtopics,CLF-01,848,"According to the AWS shared responsibility model, which of the following is the responsibility of AWS?",B,B,Data encryption in transit,Firmware updates on hardware,Operating system patching on Amazon EC2 instances,Data encryption at rest,,,,,
examtopics,CLF-01,849,서버리스 서버리스 어떤 어떤 aws 서비스 또는 리소스입니까?,D,D,aws 눈덩이 가장자리,EC2,Amazon Elastic Kubernetes 서비스 (Amazon EKS),API 게이트웨이,난,난,난,난,난
examtopics,CLF-01,850,회사 회사 회사 US-EAST-1 지역 지역에 모든 서버를 보유하고 있습니다 있습니다 있습니다.어떤 aws 도구 s s 다른 지역의 가격 정보 정보를 찾기 위해 사용해야합니까?,DA,C,비용 비용,AWS 예산,AWS 구매 주문 관리,AWS 가격 계산기,난,난,난,난,난
examtopics,CLF-01,851,사용자는 AWS가 잘 알려진 프레임 워크의 운영 우수성 기둥과 일치하도록 서비스를 설계하고 있습니다. 사용자는 어떤 설계 원칙을 따라야합니까?,A,A,실패를 예상합니다,대규모 변화를 만듭니다,수동 작업을 수행하십시오,정적 작동 절차를 만듭니다,난,난,난,난,난
examtopics,CLF-01,852,회사는 AWS 지역의 온-프레미스 IT 인프라와 리소스간에 전용 연결을 구성하려고합니다.회사는 또한 네트워크 대기 시간 및 혼잡을 줄이고 싶어합니다. 회사는 어떤 AWS 서비스 또는 기능을 선택해야합니까?,D,D,AWS VPN,AWS Privatelink,아마존 연결,AWS Direct Connect,난,난,난,난,난
examtopics,CLF-01,853,AWS 계정에 대한 성능 권장 사항을 제공하는 AWS 클라우드 서비스는 무엇입니까?,B,C,아마존 검사관,AWS 신뢰할 수있는 고문,아마존 클라우드 워치,AWS CloudTrail,난,난,난,난,난
examtopics,CLF-01,854,회사는 Amazon EC2 인스턴스에서 실행될 새로운 애플리케이션을 만들고 Amazon Elastic Block Store (EBS) Volumes Toamazon S3에 대한 데이터를 백업 할 계획입니다.회사는 배치 결정을 내리기 전에 애플리케이션을 실행하는 월간 비용을 추정하려고합니다. 이러한 비용을 추정하는 데 AWS 서비스 또는 기능이 사용될 수 있습니까?,B,B,비용 탐색기,AWS 가격 계산기,AWS 비용 및 사용 보고서,AWS 예산,난,난,난,난,난
examtopics,CLF-01,855,어떤 AWS 서비스 또는 기능이 사용자에게 두 VPC 사이에 네트워크 연결을 만들 수있는 기능을 제공합니까?(2 개 선택.),CECD,AC,VPC 엔드 포인트,아마존 루트 53,VPC 피어링,AWS Direct Connect,AWS Transit Gateway,난,난,난,난
examtopics,CLF-01,856,회사는 AWS 클라우드에서 대규모 전자 상거래 애플리케이션을 호스팅 할 계획입니다.회사는 DDOS 공격과 같은 네트워크 기반 보안 문제로부터 보호를 제공하는 아키텍처를 만들어야합니다. 회사 가이 요구 사항을 충족시키기 위해 사용해야하는 AWS 서비스는 무엇입니까?(2 개 선택.),BDCD,CD,아마존 검사관,Amazon Guardduty,아마존 클라우드 프론트,AWS 방패,AWS Identity and Access Management (IAM),난,난,난,난
examtopics,CLF-01,857,"솔루션 아키텍트는 Amazon EC2 인스턴스 함대에 응용 프로그램을 배포해야합니다.EC2 인스턴스는 자동 스케일링 그룹의 개인 서브넷에서 실행됩니다.애플리케이션은 각 EC2 인스턴스마다 초당 100MB의 속도로 로그를 생성 할 것으로 예상되며, 로그는 Amazon S3 버킷에 저장되어 Amazon EMR 클러스터가 추가 처리를 위해이를 소비 할 수 있어야합니다.로그는 처음 90 일 동안 신속하게 액세스 할 수 있어야하며 그 후 48 시간 이내에 검색 할 수 있어야합니다. 이러한 요구 사항을 충족하는 가장 비용 효율적인 솔루션은 무엇입니까?",BAC,A,S3 복사 작업을 설정하여 각 EC2 인스턴스에서 S3 표준 스토리지를 사용하여 S3 버킷에 로그를 작성하십시오.개인 서브넷 내에서 NAT 인스턴스를 사용하여 Amazon S3에 연결하십시오.S3 수명주기 정책을 작성하여 90 일 이상의 로그를 S3 빙하로 이동하십시오.,S3 동기화 작업을 설정하여 각 EC2 인스턴스에서 S3 표준 스토리지를 사용하여 S3 버킷으로 로그를 복사하십시오.Amazon S3에 Amazon S3에 연결하려면 게이트웨이 VPC 엔드 포인트를 사용하십시오.S3 수명주기 정책을 작성하여 90 일 이상의 로그를 S3 Glacier Deep Archive로 이동하십시오.,S3 배치 작업을 설정하여 각 EC2 인스턴스에서 S3 표준 스토리지를 사용하여 S3 버킷으로 로그를 복사하십시오.개인 서브넷이있는 NAT 게이트웨이를 사용하여 Amazon S3에 연결하십시오.S3 수명주기 정책을 작성하여 90 일 이상의 로그를 S3 Glacier Deep Archive로 이동하십시오.,S3 동기화 작업을 설정하여 각 EC2 인스턴스에서 S3 표준 스토리지를 사용하여 S3 버킷으로 로그를 복사하십시오.Amazon S3에 Amazon S3에 연결하려면 게이트웨이 VPC 엔드 포인트를 사용하십시오.S3 수명주기 정책을 작성하여 90 일 이상의 로그를 S3 빙하로 이동하십시오.,난,난,난,난,난
examtopics,CLF-01,858,회사는 AWS 지역이없는 위치에 있지만 일부 Windows 파일 서버를 AWS로 옮기려고합니다.데이터는 회사가 기반을 둔 위치에 있어야합니다. 어떤 AWS 서비스가 이러한 요구 사항을 충족합니까?,AB,D,AWS 전초 기지,AWS 지역 구역,아마존 EC2,Windows 파일 서버 용 Amazon FSX,난,난,난,난,난
examtopics,CLF-01,859,회사는 푸시 메커니즘을 통해 여러 가입자에게 시간 크리티컬 메시지를 보내야합니다. 어떤 AWS 서비스를 사용해야합니까?,D,D,아마존 키네 시스,아마존 MQ,Amazon Simple Queue Service (Amazon Sqs),Amazon Simple Notification Service (Amazon SNS),난,난,난,난,난
examtopics,CLF-01,860,특정 AWS 기능은 특정 AWS 리소스에 대한 임시 액세스를 제공합니까?,D,D,AWS IAM 액세스 분석기,서비스 제어 정책 (SCP),액세스 제어 목록 (ACLS),IAM 역할,난,난,난,난,난
examtopics,CLF-01,861,다음 중 AWS가 잘 아키텍처 된 프레임 워크의 권장 설계 원칙은 무엇입니까?,C,C,인프라가 드물고 큰 단위로 변경하여 가동 중지 시간을 줄입니다.,인프라를 수동으로 구성하는 데 시간을 투자하십시오.,운영 실패로부터 개선하는 법을 배우십시오.,중앙 집중식을 위해 모 놀리 식 애플리케이션 설계를 사용하십시오.,난,난,난,난,난
examtopics,CLF-01,862,회사는 회사가 여러 AWS 리소스를 배포하기 위해 재사용 할 수있는 템플릿을 만들고자합니다. 회사 가이 요구 사항을 충족하기 위해 어떤 AWS 서비스 또는 기능을 사용할 수 있습니까?,CA,C,AWS 마켓 플레이스,아마존 기계 이미지 (AMI),AWS CloudFormation,AWS opsworks,난,난,난,난,난
examtopics,CLF-01,863,회사의 솔루션 아키텍트는 기존 AWS 계정에서 몇 가지 Amazon EC2 인스턴스를 제공하려고합니다.회사는 회사가 요청을 승인하기 전에 비용 견적이 필요합니다. Solutions Architect가 비용 견적을 생성하는 데 사용해야합니까?,A,C,AWS 가격 계산기,비용 탐색기,AWS 비용 및 사용 보고서,AWS 예산,난,난,난,난,난
examtopics,CLF-01,864,Amazon EC2 인스턴스 간의 네트워크 연결 문제를 해결하기 위해 어떤 AWS 서비스 또는 기능이 사용됩니까?,C,B,AWS 인증서 관리자 (ACM),인터넷 게이트웨이,VPC 흐름 로그,AWS CloudHSM,난,난,난,난,난
examtopics,CLF-01,865,난,,,난,난,난,난,난,난,난,난,난
examtopics,CLF-01,866,회사는 Amazon EC2 인스턴스 간의 네트워크 대기 시간을 최소화하려고합니다. 어떤 솔루션 이이 목표를 달성합니까?,AB,A,단일 가용성 영역에서 EC2 인스턴스를 사용하십시오.,여러 AWS 영역에서 EC2 인스턴스를 사용하십시오.,여러 에지 위치에서 EC2 인스턴스를 사용하십시오.,동일한 가용성 영역에서 다른 AWS 영역에서 EC2 인스턴스를 사용하십시오.,난,난,난,난,난
examtopics,CLF-01,867,AWS가 잘 구성된 프레임 워크의 어떤 기둥에는 AWS 공유 책임 모델이 포함되어 있습니까?,D,D,운영 효율성,성능 효율성,신뢰할 수 있음,보안,난,난,난,난,난
examtopics,CLF-01,868,회사는 인기있는 온라인 게임의 속편을 만들고 있습니다.전 세계의 많은 사용자들이 출시 후 첫 주에 게임을 할 것입니다.Stores Player Scoresa Solutions Architect는 대기 시간을 줄이고 안정성을 향상 시키며 구현하기 위해 최소한의 노력이 필요한 다중 지역 솔루션을 설계해야합니다. Solutions Architect는 이러한 요구 사항을 충족해야합니까?,C,D,S3 버킷에서 자산을 제공하기 위해 Amazon Cloudfront 배포판을 만듭니다.S3 교차 지역 복제를 구성하십시오.새로운 지역에서 새로운 DynamODB 테이블을 만듭니다.새 테이블을 DynamoDB 글로벌 테이블의 복제 대상으로 사용하십시오.,S3 버킷에서 자산을 제공하기 위해 Amazon Cloudfront 배포판을 만듭니다.S3 동일 지역 복제를 구성하십시오.새로운 지역에서 새로운 DynamODB 테이블을 만듭니다.CDC (Change Data Capture)와 함께 AWS Database Migration Service (AWS DMS)를 사용하여 DynamoDB 테이블 간의 비동기 복제를 구성하십시오.,새로운 영역에서 다른 S3 버킷을 만들고 버킷간에 S3 교차 지역 복제를 구성하십시오.Amazon Cloudfront 배포판을 작성하고 각 영역의 S3 버킷에 액세스하는 두 가지 원점으로 Origin Failover를 구성하십시오.Amazon DynamoDB 스트림을 활성화하여 DynamODB 글로벌 테이블을 구성하고 새로운 지역에 복제 테이블을 추가하십시오.,사인 영역에서 또 다른 S3 버킷을 만들고 버킷간에 S3 동일한 지역 복제를 구성하십시오.S3 버킷에 액세스하는 두 가지 원점으로 Amazon Cloudfront 배포판을 작성하고 원점 장애 조치를 구성하십시오.새로운 지역에서 새로운 DynamODB 테이블을 만듭니다.새 테이블을 DynamoDB 글로벌 테이블의 복제 대상으로 사용하십시오.,난,난,난,난,난
examtopics,CLF-01,869,사용자가 Amazon S3에서 REST에서 데이터를 암호화 할 수있는 AWS 서비스 또는 기능은 무엇입니까?,B,B,IAM 정책,서버 측 암호화,Amazon Guardduty,클라이언트 측 암호화,난,난,난,난,난
examtopics,CLF-01,870,회사는 여러 팀간에 여러 계정을 가지고 있으며 감사 및 규정 준수 기능을 늘리려 고합니다.계정은 Thataws 조직을 관리합니다.경영진은 보안 팀에 계정 로그에 대한 안전한 액세스를 제공하는 동시에 로그를 수정할 가능성을 제한하고자합니다. SYSOPS 관리자는 어떻게이를 달성 할 수 있습니까?,C,C,각 계정에서 Amazon S3에 AWS CloudTrail 로그를 저장하십시오.준수 데이터를 저장하고 개체를 새로 만든 계정으로 복제 할 새 계정을 만듭니다.,각 계정에서 Amazon S3에 AWS CloudTrail 로그를 저장하십시오.CloudTrail 로그에 대한 읽기 전용 액세스가있는 IAM 사용자를 만듭니다.,마스터 계정에서 AWS CloudTrail을 사용하여 조직 트레일을 만들고 모든 지역에 적용하십시오.IAM 역할을 사용하여 액세스를 제한하십시오.,AWS CloudFormation 스택 세트를 사용하여 모든 계정에서 AWS CloudTrail 트레일을 생성하고 권한을 제한하여 로그를 수정하십시오.,난,난,난,난,난
examtopics,CLF-01,871,개발자는 Amazon S3 버킷을 사용하여 민감한 데이터가 포함 된 애플리케이션 로그를 저장하려고합니다. 개발자가 S3 버킷에 대한 읽기 및 쓰기 액세스를 제한하는 데 사용하는 AWS 서비스 또는 기능은 무엇입니까?,D,A,보안 그룹,아마존 클라우드 워치,AWS CloudTrail,ACL,난,난,난,난,난
examtopics,CLF-01,872,회사는 여러 AWS 지역에 응용 프로그램을 배포하고 해당 지역 간의 자동 장애 조치를 구성합니다.이 아키텍처는 어떤 클라우드 개념을 나타내는가?,B,C,보안,신뢰할 수 있음,확장 성,비용 최적화,난,난,난,난,난
examtopics,CLF-01,873,난,,,난,난,난,난,난,난,난,난,난
examtopics,CLF-01,874,회사는 사전 설치된 타사 방화벽이있는 Amazon EC2 인스턴스를 사용하려고합니다. 어떤 AWS 서비스 또는 기능 이이 솔루션을 제공 할 수 있습니까?,B,A,보안 그룹,AWS 마켓 플레이스,AWS 시스템 관리자,AWS 인증서 관리자 (ACM),난,난,난,난,난
examtopics,CLF-01,875,"AWS 공유 책임 모델에서 ""클라우드의 보안""은 무엇을 참조합니까?",B,B,Amazon EC2와 같은 AWS 서비스의 가용성,모든 AWS 서비스를 실행하는 클라우드 인프라의 보안,IAM 사용자를위한 비밀번호 정책 구현,AWS 네트워크 방화벽 파트너를 사용하여 고객 환경의 보안,난,난,난,난,난
examtopics,CLF-01,876,회사는 VPC 흐름 로그를 Amazon S3 버킷으로 푸시하려고합니다. 회사의 책임은 어떤 조치입니까?,CA,B,S3 버킷을 실행하는 인프라 관리,대중 교통 데이터 관리,S3 버킷의 암호화 옵션 관리,S3 버킷의 운영 체제 업데이트 관리,난,난,난,난,난
examtopics,CLF-01,877,AWS Identity and Access Management (IAM)를 사용하기위한 모범 사례는 무엇입니까?(2 개 선택.),BE,AC,액세스 키를 공유합니다.,개별 IAM 사용자를 만듭니다.,고객 관리 정책 대신 인라인 정책을 사용하십시오.,IAM 사용자에게 최대 권한을 부여하십시오.,그룹을 사용하여 IAM 사용자에게 권한을 할당하십시오.,난,난,난,난
examtopics,CLF-01,878,난,,,난,난,난,난,난,난,난,난,난
examtopics,CLF-01,879,난,,,난,난,난,난,난,난,난,난,난
examtopics,CLF-01,880,회사는 Amazon EC2 인스턴스에 응용 프로그램을 배포합니다.응용 프로그램은 때때로 급격한 수요 증가를 경험합니다.회사는 응용 프로그램이 가능한 최저 비용으로 수요 변화에 대응할 수 있도록하려고합니다. 어떤 AWS 서비스 또는 도구가 이러한 요구 사항을 충족합니까?,A,A,AWS 자동 스케일링,AWS Compute Optimizer,AWS 비용 탐색기,AWS는 잘 구축 된 프레임 워크입니다,난,난,난,난,난
